Word,Frequency,Lemma,POS,Gloss,Morphemes
გავბრაზდები,1,ბრაზდება აბრაზებს უბრაზდება,VERB,gets angry/angers,გა-ვ-ბრაზ-დ-ებ-ი
გავბრაზდი,1,ბრაზდება აბრაზებს უბრაზდება,VERB,gets angry/angers,გა-ვ-ბრაზ-დ-ი
გაუბრაზდა,1,ბრაზდება აბრაზებს უბრაზდება,VERB,gets angry/angers,გა-უ-ბრაზ-დ-ა
ვაბრაზებ,1,ბრაზდება აბრაზებს უბრაზდება,VERB,gets angry/angers,ვ-ა-ბრაზ-ებ
ბრაზობს,5,ბრაზობს,VERB,gets angry,ბრაზ-ობ-ს
აბურდა,1,ბურდავს იბურდება,VERB,tangles,ა-ბურდ-ა
გაუშვი,11,გა/ უშვებს აშვებინებს,VERB,releases/lets go,გა-უშვ-ი
უშვებს,3,გა/ უშვებს აშვებინებს,VERB,releases/lets go,უშვ-ებ-ს
გავუშვა,1,გა/ უშვებს აშვებინებს,VERB,releases/lets go,გა-ვ-უშვ-ა
გავუშვით,1,გა/ უშვებს აშვებინებს,VERB,releases/lets go,გა-ვ-უშვ-ი-თ
გამიშვი,1,გა/ უშვებს აშვებინებს,VERB,releases/lets go,გა-მ-იშვ-ი
გამოუშვებს,1,გა/ უშვებს აშვებინებს,VERB,releases/lets go,გამო-უშვ-ებ-ს
მოგიშვებ,1,გა/ უშვებს აშვებინებს,VERB,releases/lets go,მო-გ-იშვ-ებ
გაიწიე,4,გა/გამო/გადა/ჩამო/ა უ/ სწევს იწევა,VERB,pulls/is pulled,გა-ი-წი-ე
გაწიე,4,გა/გამო/გადა/ჩამო/ა უ/ სწევს იწევა,VERB,pulls/is pulled,გა-წი-ე
აწიე,3,გა/გამო/გადა/ჩამო/ა უ/ სწევს იწევა,VERB,pulls/is pulled,ა-წი-ე
მიიწიე,3,გა/გამო/გადა/ჩამო/ა უ/ სწევს იწევა,VERB,pulls/is pulled,მი-ი-წი-ე
მოიწიე,3,გა/გამო/გადა/ჩამო/ა უ/ სწევს იწევა,VERB,pulls/is pulled,მო-ი-წი-ე
გავწიოთ,1,გა/გამო/გადა/ჩამო/ა უ/ სწევს იწევა,VERB,pulls/is pulled,გა-ვ-წი-ო-თ
გამოიწია,1,გა/გამო/გადა/ჩამო/ა უ/ სწევს იწევა,VERB,pulls/is pulled,გამო-ი-წი-ა
გამოიწიოს,1,გა/გამო/გადა/ჩამო/ა უ/ სწევს იწევა,VERB,pulls/is pulled,გამო-ი-წი-ო-ს
გამოწიე,1,გა/გამო/გადა/ჩამო/ა უ/ სწევს იწევა,VERB,pulls/is pulled,გამო-წი-ე
გაწიეთ,1,გა/გამო/გადა/ჩამო/ა უ/ სწევს იწევა,VERB,pulls/is pulled,გა-წი-ე-თ
გაწიო,1,გა/გამო/გადა/ჩამო/ა უ/ სწევს იწევა,VERB,pulls/is pulled,გა-წი-ო
იწევა,1,გა/გამო/გადა/ჩამო/ა უ/ სწევს იწევა,VERB,pulls/is pulled,ი-წევ-ა
მიმიწიე,1,გა/გამო/გადა/ჩამო/ა უ/ სწევს იწევა,VERB,pulls/is pulled,მი-მ-ი-წი-ე
მოვწიოთ,1,გა/გამო/გადა/ჩამო/ა უ/ სწევს იწევა,VERB,pulls/is pulled,მო-ვ-წი-ო-თ
მოიწიო,1,გა/გამო/გადა/ჩამო/ა უ/ სწევს იწევა,VERB,pulls/is pulled,მო-ი-წი-ო
ჩამოვწიოთ,1,გა/გამო/გადა/ჩამო/ა უ/ სწევს იწევა,VERB,pulls/is pulled,ჩამო-ვ-წი-ო-თ
ჩამოწიე,1,გა/გამო/გადა/ჩამო/ა უ/ სწევს იწევა,VERB,pulls/is pulled,ჩამო-წი-ე
ჩაწიე,1,გა/გამო/გადა/ჩამო/ა უ/ სწევს იწევა,VERB,pulls/is pulled,ჩა-წი-ე
გაგირეცხე,1,გა/ჩა რეცხავს ირეცხება,VERB,washes/ is washed,გა-გ-ი-რეცხ-ე
ჩაირეცხება,1,გა/ჩა რეცხავს ირეცხება,VERB,washes/ is washed,ჩა-ი-რეცხ-ებ-ა
ჩარეცხო,1,გა/ჩა რეცხავს ირეცხება,VERB,washes sth off,ჩა-რეცხ-ო
გახსენი,4,გა/ჩამო/მო ხსნის იხსნება,VERB,removes/opens,გა-ხსენ-ი
გავხსენი,1,გა/ჩამო/მო ხსნის იხსნება,VERB,removes/opens,გა-ვ-ხსენ-ი
გავხსნი,1,გა/ჩამო/მო ხსნის იხსნება,VERB,removes/opens,გა-ვ-ხსნ-ი
გაიხსენი,1,გა/ჩამო/მო ხსნის იხსნება,VERB,removes/opens,გა-ი-ხსენ-ი
გეხსნება,1,გა/ჩამო/მო ხსნის იხსნება,VERB,removes/opens,გ-ე-ხსნ-ებ-ა
მოვიხსენი,1,გა/ჩამო/მო ხსნის იხსნება,VERB,removes/opens,მო-ვ-ი-ხსენ-ი
მოვხსნათ,1,გა/ჩამო/მო ხსნის იხსნება,VERB,removes/opens,მო-ვ-ხსნ-ა-თ
მოიხსნა,1,გა/ჩამო/მო ხსნის იხსნება,VERB,removes/opens,მო-ი-ხსნ-ა
ხსნი,1,გა/ჩამო/მო ხსნის იხსნება,VERB,removes/opens,ხსნ-ი
გააცილე,1,გააცილებს,VERB,will accompany/see off,გა-ა-ცილ-ე
გადავდგამ,2,გადა/ა/ დგამს,VERB,places/puts,გადა-ვ-დგ-ამ
მიადგა,2,გადა/ა/ დგამს,VERB,places/puts,მი-ა-დგ-ა
გადადგა,1,გადა/ა/ დგამს,VERB,places/puts,გადა-დგ-ა
გადავდგა,1,გადა/ა/ დგამს,VERB,places/puts,გადა-ვ-დგ-ა
გადავდგი,1,გადა/ა/ დგამს,VERB,places/puts,გადა-ვ-დგ-ი
დგამ,1,გადა/ა/ დგამს,VERB,places/puts,დგ-ამ
მიადგი,1,გადა/ა/ დგამს,VERB,places/puts,მი-ა-დგ-ი
მიდგი,1,გადა/ა/ დგამს,VERB,places/puts,მი-დგ-ი
გადამიარა,1,გადა/გა/შემო უვლის,VERB,goes around/circles,გადა-მ-ი-არ-ა
გადავშალოთ,6,გადა/გადმო/და/წა/ შლის იშლება,VERB,spreads/opens,გადა-ვ-შალ-ო-თ
გადავშალე,4,გადა/გადმო/და/წა/ შლის იშლება,VERB,spreads/opens,გადა-ვ-შალ-ე
გადაშალე,3,გადა/გადმო/და/წა/ შლის იშლება,VERB,spreads/opens,გადა-შალ-ე
გაშალე,3,გადა/გადმო/და/წა/ შლის იშლება,VERB,spreads/opens,გა-შალ-ე
გავშალოთ,2,გადა/გადმო/და/წა/ შლის იშლება,VERB,spreads/opens,გა-ვ-შალ-ო-თ
გავშალო,2,გადა/გადმო/და/წა/ შლის იშლება,VERB,spreads/opens,გა-ვ-შალ-ო
დავშალოთ,2,გადა/გადმო/და/წა/ შლის იშლება,VERB,spreads/opens,და-ვ-შალ-ო-თ
გადავშალო,1,გადა/გადმო/და/წა/ შლის იშლება,VERB,spreads/opens,გადა-ვ-შალ-ო
გადმოშალე,1,გადა/გადმო/და/წა/ შლის იშლება,VERB,spreads/opens,გადმო-შალ-ე
გაშლი,1,გადა/გადმო/და/წა/ შლის იშლება,VERB,spreads/opens,გა-შლ-ი
დავშალო,1,გადა/გადმო/და/წა/ შლის იშლება,VERB,spreads/opens,და-ვ-შალ-ო
შლის,1,გადა/გადმო/და/წა/ შლის იშლება,VERB,spreads/opens,შლ-ი-ს
წაშალო,1,გადა/გადმო/და/წა/ შლის იშლება,VERB,spreads/opens,წა-შალ-ო
დარჩა,5,გადა/მო/და/ რჩება,VERB,remains/stays,და-რჩ-ა
დაგვრჩა,4,გადა/მო/და/ რჩება,VERB,remains/stays,და-გვ-რჩ-ა
დაგრჩა,2,გადა/მო/და/ რჩება,VERB,remains/stays,და-გ-რჩ-ა
დამრჩა,2,გადა/მო/და/ რჩება,VERB,remains/stays,და-მ-რჩ-ა
დაგრჩეს,1,გადა/მო/და/ რჩება,VERB,remains/stays,და-გ-რჩ-ე-ს
დარჩნენ,1,გადა/მო/და/ რჩება,VERB,remains/stays,და-რჩ-ნენ
მორჩები,1,გადა/მო/და/ რჩება,VERB,remains/stays,მო-რჩ-ებ-ი
მოძვრა,3,გადა/მო/ჩა/გა ძვრება,VERB,crawls/slips through,მო-ძვრ-ა
ამოძვერი,2,გადა/მო/ჩა/გა ძვრება,VERB,crawls/slips through,ამო-ძვერ-ი
აძვერი,2,გადა/მო/ჩა/გა ძვრება,VERB,crawls/slips through,ა-ძვერ-ი
მიძვრები,1,გადა/მო/ჩა/გა ძვრება,VERB,crawls/slips through,მი-ძვრ-ებ-ი
აბრუნებ,1,გადა/შემო/და ი/უ ბრუნდება აბრუნებს,VERB,returns/gives back,ა-ბრუნ-ებ
ამოვაბრუნოთ,1,გადა/შემო/და ი/უ ბრუნდება აბრუნებს,VERB,returns/gives back,ამო-ვ-ა-ბრუნ-ო-თ
გადავაბრუნებთ,1,გადა/შემო/და ი/უ ბრუნდება აბრუნებს,VERB,returns/gives back,გადა-ვ-ა-ბრუნ-ებ-თ
დააბრუნებ,1,გადა/შემო/და ი/უ ბრუნდება აბრუნებს,VERB,returns/gives back,და-ა-ბრუნ-ებ
დავუბრუნდეთ,1,გადა/შემო/და ი/უ ბრუნდება აბრუნებს,VERB,returns/turns/gives back,და-ვ-უ-ბრუნ-დ-ე-თ
მობრუნდი,1,გადა/შემო/და ი/უ ბრუნდება აბრუნებს,VERB,returns/gives back,მო-ბრუნ-დ-ი
